Brand,StoreName,Latitude,Longitude,Address
McDonald's,McDonald's Sandakan DT,5.865294400000001,118.0570621,"Sebahagian CL 075477584, Batu 6, Jalan Utara, 90000, Sandakan, Sabah, Malaysia"
McDonald's,McDonald's PD Waterfront DT,2.560268,101.8116882,"No. 27, Jalan Persiaran, PD Waterfront, 71010, Port Dickson, Negeri Sembilan, Malaysia"
McDonald's,McDonald's Jln Apas Tawau DT,4.2579064,117.9443048,"CL. 105509868 At Mile 4, Jalan Apas, 91000, Tawau, Sabah, Malaysia"
McDonald's,McDonald's M2 Mall,3.1580453,101.6958556,"Lot 1, Level1, BUSANA, Menara MARA, No. 232, Jalan Tuanku Abdul Rahman, 50100, Kuala Lumpur , Malaysia"
McDonald's,McDonald's Shell Jalan Sulaman DT,6.1007527,116.1739241,"Off Jalan Sulaman Highway, 88000, Kota Kinabalu, Sabah, Malaysia"
McDonald's,McDonald's Setia City Mall,3.108951,101.4613414,"Unit No. LG-40, Setia City Mall, No. 7, Persiaran Setia Dagang, Bandar Setia Alam, Seksyen U13, 40170, Shah Alam, Selangor, Malaysia"
McDonald's,McDonald's Pontian DT,1.4783928,103.3900628,"Lot 13182, Jalan Delima, Mukim Bandar Pontian Kecil, 82000, Pontian, Johor, Malaysia"
McDonald's,McDonald's Klebang DT,4.685967,101.1208671,"PT238632, Persiaran Klebang Putra, Taman Klebang Putra, 31200 Chemor, Perak, Malaysia"
McDonald's,McDonald's Persiaran Raja Muda Musa DT,3.0180602,101.4154344,"Lot PT 3358, Seksyen 31, Persiaran Raja Muda Musa (KS05), Bandar Klang, 41200, Selangor."
McDonald's,McDonald's Underwater World Langkawi,6.2955916,99.72281319999999,"Pantai Cenang, 07000, Langkawi, Kedah, Malaysia"
McDonald's,McDonald's Indera Mahkota DT,3.820763,103.296973,"Lot PT 96403, Bandar Indera Mahkota, Mukim Kuala Kuantan, 25200, Kuantan, Pahang, Malaysia"
